code;description;type;family;a;b
DEAFSI;Room for hearing impaired guests;HANDI;R;False;False
DISABL;Comply w\/​ Americ. Disability Act;HANDI;H;False;False
DOORS;Bathroom doors 32 inches wide;HANDI;H;False;False
HANDIC;Reduced mobility facilities;HANDI;H;False;False
LEVEL;Ramp access;HANDI;H;False;False
WHEEL;Wheelchair access;HANDI;H;False;False
EQBATH;Accessible bathroom;DISABR;R;False;False
KNOCK;Knock light for hearing impaired;DISABR;R;False;False
PHON4;Phone light for hearing impaired;DISABR;R;False;False
VISUAA;Vis. alarm for hearing impaired;DISABR;R;False;False
AMBREA;ALL PLUS Brkfst Asia;ADBREA;B;False;False
DMBREA;ACCORPLUS Breakfast;ADBREA;B;False;False
MBKCHD;Children Breakfast;ADBREA;H;False;False
MBKEXP;Express Breakfast;ADBREA;H;False;False
MBKGL;Morning Breakfast Leisure Groups;ADBREA;H;False;False
MBKSEA;Special Breakfast Rate;ADBREA;H;False;False
MBKWEB;Buffet Breakfast;ADBREA;H;False;False
MBREAL;NOT USE;ADBREA;B;False;False
MBRINC;Breakfast included in the price;ADBREA;H;False;False
MBUFF;Buffet breakfast;ADBREA;H;False;False
SUPHB;Half Board;ADBREA;S;False;False
SUPHBD;Light cuisine half board supp;ADBREA;S;False;False
SUPPC;Full Board;ADBREA;S;False;False
SUPPCD;Healthy Full Board;ADBREA;S;False;False
ERCHK2;Early Check In - 2 Hours;ADCHEC;H;False;False
ERCHK4;Early Check In 4 Hours;ADCHEC;H;False;False
ERYCHK;Early Check In;ADCHEC;H;False;False
LACHK2;LATE CHECK OUT - 2 HOURS;ADCHEC;H;False;False
LACHK4;LATE CHECK OUT - 4 HOURS;ADCHEC;H;False;False
LATCHK;Late Check Out;ADCHEC;H;False;False
AIDRNK;All Inclusive Drinks;ADMP;Z;False;False
AIMP01;All Inclusive;ADMP;Z;False;False
AMPFB;ALL PLUS Full Board Asia;ADMP;H;False;False
AMPHB;ALL PLUS Half Board Asia;ADMP;H;False;False
APACKA;ALL PLUS Package All Inclusive;ADMP;H;False;False
BBMP01;Bed and Breakfast;ADMP;Z;False;False
DMPFB;ACCORPLUS Full Board;ADMP;H;False;False
DMPHB;ACCORPLUS Half Board;ADMP;H;False;False
DPACKA;ACCORPLUS All inclusive;ADMP;H;False;False
FBMP01;Full Board;ADMP;Z;False;False
HBMP01;Half Board;ADMP;Z;False;False
MDIN;Dinner;ADMP;H;False;False
MPAL;All Inclusive;ADMP;H;False;False
MPFB;Full Board;ADMP;H;False;False
MPHB;Half Board;ADMP;H;False;False
PACKAI;All inclusive Package;ADMP;H;False;False
MENAD1;Restaurant Menu;ADMENU;H;False;False
MENCH1;Children\s Restaurant Menu;ADMENU;H;False;False
MENCH2;Children\s Restaurant menu;ADMENU;H;False;False
MENGL1;Classic menu - Leisure Group;ADMENU;H;False;False
MENGL2;2 course menu - Leisure Group;ADMENU;H;False;False
MENGL3;3 course menu - Leisure Group;ADMENU;H;False;False
MENGL4;4 course menu - Leisure Group;ADMENU;H;False;False
FLWS;Flowers;ADUNIQ;R;False;False
FRTBKT;Fruit basket;ADUNIQ;R;False;False
RECRCL;ALL Resort - Credit for Classic;ADUNIQ;H;False;False
RECRGD;ALL Resort - Credit for Gold;ADUNIQ;H;False;False
RECRPL;ALL Resort  Credit for Platinum;ADUNIQ;H;False;False
RECRSI;ALL Resort - Credit for Silver;ADUNIQ;H;False;False
REDWIN;Red Wine;ADUNIQ;R;False;False
ROSWIN;Ros\u00E9 Wine;ADUNIQ;R;False;False
UNCHAM;Champagne;ADUNIQ;R;False;False
UNCHOC;Chocolate;ADUNIQ;R;False;False
UNIQ1;Service 1;ADUNIQ;R;False;False
UNIQ10;Service 10;ADUNIQ;R;False;False
UNIQ11;Service 11;ADUNIQ;R;False;False
UNIQ2;Service 2;ADUNIQ;R;False;False
UNIQ3;Service 3;ADUNIQ;R;False;False
UNIQ4;Service 4;ADUNIQ;R;False;False
UNIQ5;Service 5;ADUNIQ;R;False;False
UNIQ6;Service 6;ADUNIQ;R;False;False
UNIQ7;Service 7;ADUNIQ;R;False;False
UNIQ8;Service 8;ADUNIQ;R;False;False
UNIQ9;Service 9;ADUNIQ;R;False;False
VISACR;ALL VISA Hotel Credit;ADUNIQ;H;False;False
WITWIN;White Wine;ADUNIQ;R;False;False
AIRACT;Air activities;SPORTA;P;False;False
ATHLET;Athletics stadium;SPORTA;P;False;False
BADMIN;Badminton;SPORTA;P;False;False
BASKET;Basketball facilities;SPORTA;P;False;False
BILLI;Billiards\/​Snooker;SPORTA;P;False;False
BOULE;Bowling;SPORTA;P;False;False
BOULES;Boules\/​petanque;SPORTA;P;False;False
CROQUE;Croquet;SPORTA;P;False;False
DARTS;Darts;SPORTA;P;False;False
EQUI;Horse riding;SPORTA;P;False;False
FLYFOX;Flying fox;SPORTA;P;False;False
FOOT;Football;SPORTA;P;False;False
JOGI;Jogging track;SPORTA;P;False;False
KART;Karting facilities;SPORTA;P;False;False
PADEL;Padel;SPORTA;P;False;False
PATI;Skating rink;SPORTA;P;False;False
QUADBK;Quad bikes;SPORTA;P;False;False
ROLL;Roller-skating;SPORTA;P;False;False
SQUA;Squash court;SPORTA;P;False;False
TABLE;Tennis Table;SPORTA;P;False;False
TARC;Archery;SPORTA;P;False;False
VOLLEY;Volley ball facilities;SPORTA;P;False;False
A1A;App 1 Bedroom Dlx;ROOMAP;A;True;False
A1B;App 1 Bedroom Sup;ROOMAP;A;True;False
A1BD;App 1 bedroom Dlx;ROOMAP;A;True;False
A1BE;App 1 bedroom Exec;ROOMAP;A;True;False
A1C;App 1 Bedroom Std;ROOMAP;A;True;False
A1CBC;App 1 Bedroom Std Balcony;ROOMAP;A;True;False
A1CZ;App 1 Bedroom Std NS;ROOMAP;A;True;False
A2A;App 2 Bedroom Dlx;ROOMAP;A;True;False
A2B;App 2 Bedrooms Sup;ROOMAP;A;True;False
A2BE;App  2 bedrooms Exec;ROOMAP;A;True;False
A2C;App 2 Bedrooms Std;ROOMAP;A;True;False
A3B;App 3 Bedrooms Sup;ROOMAP;A;True;False
A3BE;App 3 bedrooms Exec;ROOMAP;A;True;False
A3BS;3 Bedroom Apartment;ROOMAP;A;True;False
A3C;App 3 Bedrooms Std;ROOMAP;A;True;False
A4C;App 4 Bedrooms Std;ROOMAP;A;True;False
A5B;Penthouse 5 bedrooms Kg bed Pre OF;ROOMAP;A;True;False
AAA;App 3 Db beds Dlx;ROOMAP;A;True;False
AAB;App 3 Db beds Sup;ROOMAP;A;True;False
ABA;App 1Db + 2Sg beds Dlx;ROOMAP;A;True;False
ABB;App 1Db + 2Sg beds Sup;ROOMAP;A;True;False
ABBDP;App 1Db+2Sg beds Sup Duplex;ROOMAP;A;True;False
ABC;App 1Db + 2Sg beds Std;ROOMAP;A;True;False
ACA;App 1 Db bed + Sofa Dlx;ROOMAP;A;True;False
ACB;App 1 Db bed + Sofa Sup;ROOMAP;A;True;False
ACC;App 1 Db bed + Sofa Std;ROOMAP;A;True;False
ACCCI;App 1 Db bed + Sofa Std City S;ROOMAP;A;True;False
ADA;App 1 Db bed Dlx;ROOMAP;A;True;False
ADB;App 1 Db bed Sup;ROOMAP;A;True;False
ADBBC;App 1 Db bed Sup Balcony;ROOMAP;A;True;False
ADBFV;App 1 Db bed Sup Forest V;ROOMAP;A;True;False
ADBGV;App 1 Db bed Sup Golf V;ROOMAP;A;True;False
ADC;App 1 Db bed Std;ROOMAP;A;True;False
ADDBC;App 1 Db bed Clc Balcony;ROOMAP;A;True;False
AEA;App 2 Db beds Dlx;ROOMAP;A;True;False
AEAGS;App 2 Db beds Dlx Garden S;ROOMAP;A;True;False
AEAGV;App 2 Db beds Dlx Golf V;ROOMAP;A;True;False
AEB;App 2 Db beds Sup;ROOMAP;A;True;False
AEBBC;App 2 Db beds Sup Balcony;ROOMAP;A;True;False
AEBDP;App 2 Db beds Sup Duplex;ROOMAP;A;True;False
AEBGV;App 2 Db beds Sup Golf V;ROOMAP;A;True;False
AEC;App 2 Db beds Std;ROOMAP;A;True;False
AECDP;App 2 Db beds Std Duplex;ROOMAP;A;True;False
AFB;App 1 Qn bed Sup;ROOMAP;A;True;False
AFC;App 1 Qn bed Std;ROOMAP;A;True;False
AFCOV;App 1 Qn bed Std Ocean V;ROOMAP;A;True;False
AGC;App 1Qn+1Sg beds Std;ROOMAP;A;True;False
AHA;App 1Qn+2Sg beds Dlx;ROOMAP;A;True;False
AHB;App 1Qn+2Sg beds Sup;ROOMAP;A;True;False
AHC;App 1Qn+2Sg beds Std;ROOMAP;A;True;False
ROU;Produit Interm\u00E9diaire 6;XXXX;;False;False
ROV;Produit Interm\u00E9diaire 4;XXXX;;False;False
ROW;Produit Interm\u00E9diaire 5;XXXX;;False;False
ROX;Produit Interm\u00E9diaire;XXXX;;False;False
ROY;Produit Interm\u00E9diaire 2;XXXX;;False;False
ROZ;Produit Interm\u00E9diaire 3;XXXX;;False;False
SGBGPP;MICE;ASASEG;Z;False;False
SGBGPR;Room for business groups only;ASASEG;Z;False;False
SGBTIC;Individual business traveller;ASASEG;Z;False;False
SGLEIT;IT;ASASEG;Z;False;False
SGLGPP;Ad hoc leisure groups;ASASEG;Z;False;False
SGLGPS;Recurrent leisure groups;ASASEG;Z;False;False
BATH;Bathtub;BATH;R;False;False
BATHIT;Italian shower experience;BATH;R;False;False
BATHOP;Opened bathroom;BATH;R;False;False
BATHYD;Hydrotherapy bathtub;BATH;R;False;False
BIDET;Bidet;BATH;R;False;False
HAIRD;Hair dryer in bathroom;BATH;R;False;False
HAIRD1;Hair dryer at reception;BATH;R;False;False
JACCUZ;Jacuzzi;BATH;R;False;False
LEDSHW;Shower head with LEDs;BATH;R;False;False
MAKE;Make-up\/​magnifying mirror;BATH;R;False;False
MTBATH;Bathroom material;BATH;R;False;False
PRDE10;Product by default;BATH;R;False;False
PRDE11;Product by default;BATH;R;False;False
PRDE12;Product by default;BATH;R;False;False
PRDE13;Product by default;BATH;R;False;False
PRDE14;Product by default;BATH;R;False;False
PRDE15;Product by default;BATH;R;False;False
PRDE16;Product by default;BATH;R;False;False
PRDE17;Product by default;BATH;R;False;False
PRDE18;Product by default;BATH;R;False;False
PRDE19;Product by default;BATH;R;False;False
PRDE20;Product by default;BATH;R;False;False
PRDE21;Product by default;BATH;R;False;False
PRDE22;Product by default;BATH;R;False;False
PRDE23;Product by default;BATH;R;False;False
PRDE24;Product by default;BATH;R;False;False
PRDE25;Product by default;BATH;R;False;False
PRDE26;Product by default;BATH;R;False;False
PRDE27;Product by default;BATH;R;False;False
PRDE28;Product by default;BATH;R;False;False
PRDE29;Product by default;BATH;R;False;False
PRDE30;Product by default;BATH;R;False;False
PRDE31;Product by default;BATH;R;False;False
PRDE32;Product by default;BATH;R;False;False
PRDE33;Product by default;BATH;R;False;False
PRDE34;Product by default;BATH;R;False;False
PRDE35;Product by default;BATH;R;False;False
PRDE36;Product by default;BATH;R;False;False
PRDE37;Product by default;BATH;R;False;False
PRDE38;Product by default;BATH;R;False;False
PRDE39;Product by default;BATH;R;False;False
PRDE40;Product by default;BATH;R;False;False
PRDE41;Product by default;BATH;R;False;False
PRDE42;Product by default;BATH;R;False;False
PRDE43;Product by default;BATH;R;False;False
PRDE44;Product by default;BATH;R;False;False
PRDE45;Product by default;BATH;R;False;False
PRDE46;Product by default;BATH;R;False;False
PRDE47;Product by default;BATH;R;False;False
PRDE48;Product by default;BATH;R;False;False
BIKRAC;Bike rack facilities;BIKE;H;False;False
BACGS;Bgw 1Db + 1Sg beds Std Garden S;ROOMBU;A;True;False
BACLG;Bgw 1Db + 1Sg beds Std Lagoon V;ROOMBU;A;True;False
BBCGS;Bgw 1Db + 2Sg beds Std Garden S;ROOMBU;A;True;False
BCC;Bgw 1Qn+2Sg beds Std;ROOMBU;A;True;False
BDA;Bgw 1 Db bed Dlx;ROOMBU;A;True;False
BDALG;Bgw 1 Db bed Dlx Lagoon V;ROOMBU;A;True;False
BDANV;Bgw 1 Db bed + 1sg bed Dlx Pan V;ROOMBU;A;True;False
BDAOW;Bgw 1 Db bed Dlx Overwater;ROOMBU;A;True;False
BDBBH;Bgw 1 Db bed Sup On Beach;ROOMBU;A;True;False
BDBGS;Bgw 1 Db bed Sup Garden S;ROOMBU;A;True;False
BDBLG;Bgw 1 Db bed Sup Lagoon V;ROOMBU;A;True;False
BDBOW;Bgw 1 Db bed Sup Overwater;ROOMBU;A;True;False
BDC;Bgw 1 Db bed Std;ROOMBU;A;True;False
BDDGS;Bgw 1 Dbl bed Clc Garden S;ROOMBU;A;True;False
BEABH;Bgw 1Db bed+Sofa Dlx On Beach;ROOMBU;A;True;False
BEAOW;Bgw 1Db bed+Sofa Dlx Overwater;ROOMBU;A;True;False
BEBGS;Bgw 1Db bed+Sofa Sup Garden S;ROOMBU;A;True;False
BEBOS;Bgw 1Db bed+Sofa Sup Ocean S;ROOMBU;A;True;False
BECGS;Bgw 1Db bed+Sofa Std Garden S;ROOMBU;A;True;False
BECLG;Bgw 1Db bed+Sofa Std Lagoon V;ROOMBU;A;True;False
BG1;Bungalow 1 Bedroom;ROOMBU;A;True;False
BG2;Bunglaow 2 Bedrooms;ROOMBU;A;True;False
BG3;Bungalow 3 Bedrooms;ROOMBU;A;True;False
BG4;Bungalow 4 Bedrooms;ROOMBU;A;True;False
BKABH;Bgw 1 Kg bed Dlx On Beach;ROOMBU;A;True;False
BKAGS;Bgw 1 Kg bed Dlx Garden S;ROOMBU;A;True;False
BKALG;Bgw 1 Kg bed Dlx Lagoon V;ROOMBU;A;True;False
BKAOW;Bgw 1 Kg bed Dlx Overwater;ROOMBU;A;True;False
BKBBH;Bgw 1 Kg bed Sup On Beach;ROOMBU;A;True;False
BKBGS;Bgw 1 Kg bed Sup Garden S;ROOMBU;A;True;False
BKBLG;Bgw 1 Kg bed Sup Lagoon V;ROOMBU;A;True;False
BKBOW;Bgw 1 Kg bed Sup Overwater;ROOMBU;A;True;False
BTAOW;Bgw 2 Sg beds Dlx Overwater;ROOMBU;A;True;False
BTBGS;Bgw 2 Sg beds Sup Garden S;ROOMBU;A;True;False
BTC;Bgw 2 Sg beds Std;ROOMBU;A;True;False
BTCGS;Bgw 2 Sg beds Std Garden S;ROOMBU;A;True;False
BTCLG;Bgw 2 Sg beds Std Lagoon V;ROOMBU;A;True;False
BTCOV;Bgw 2 Sg beds Std Ocean V;ROOMBU;A;True;False
NATTSR;TST NAT;ROOMBU;A;True;False
AIR;Airline desk;BUSLEI;S;False;False
BAGA;Porter;BUSLEI;S;False;False
BAGAGL;Porterage - Leisure Group;BUSLEI;H;False;False
BKGFEE;Call Center booking Fee;BUSLEI;Z;False;False
BLAN;Dry cleaning \/​ Ironing;BUSLEI;S;False;False
BSDISC;Business specific discounts;BUSLEI;Z;False;False
BSOTH1;Business specific conditions 1;BUSLEI;Z;False;False
BSOTH2;Business specific conditions 2;BUSLEI;Z;False;False
BURE;Currency exchange;BUSLEI;Z;False;False
BUSCRT;Secretarial and conciergerie services;BUSLEI;Z;False;False
BUSINA;Business center with support staff;BUSLEI;S;False;False
BUSINE;Self service business centre;BUSLEI;S;False;False
BUSINT;Business Internet services;BUSLEI;Z;False;False
BUSPAC;Business Package WIFI Breakfast;BUSLEI;S;False;False
BUTLER;Butler;BUSLEI;Z;False;False
BUTLSR;Dedicated butler service;BUSLEI;H;False;False
CARELE;Electric car recharge terminals;BUSLEI;H;False;False
CASHDI;Cash machine;BUSLEI;S;False;False
CLOUNG;Connectivity lounge;BUSLEI;H;False;False
COFR;Safe deposit box at reception;BUSLEI;S;False;False
COMPUT;Computer hire facilities;BUSLEI;S;False;False
CONC;Concierge;BUSLEI;S;False;False
COPY;Copy\/​print service available;BUSLEI;S;False;False
DON;Donation;BUSLEI;Z;False;False
DWCONC;Concierge;BUSLEI;S;False;False
DWPLUS;Web enhanced hotel description;BUSLEI;Z;False;False
EXELO;Executive Lounge;BUSLEI;Z;False;False
FACSI2;Fax machine;BUSLEI;S;False;False
FREEF;Free fax to local numbers;BUSLEI;S;False;False
FREEP;Free local telephone calls;BUSLEI;S;False;False
HDPHON;Headphones;BUSLEI;S;False;False
HELICO;Helicopter;BUSLEI;H;False;False
HOSTES;Hostess service;BUSLEI;H;False;False
INTERN;Internet connectivity;BUSLEI;S;False;False
INTHD;High-speed Internet;BUSLEI;H;False;False
INTHSR;High-speed Internet in your room;BUSLEI;Z;False;False
LAUND;Laundromat;BUSLEI;S;False;False
LIMOUS;Limousine;BUSLEI;H;False;False
LOCA;Car hire service desk;BUSLEI;S;False;False
MILESI;Vintage Club;BUSLEI;Z;False;False
MOBILE;Mobile phone hire facilities;BUSLEI;S;False;False
MTICK;Museum Tickets;BUSLEI;S;False;False
PASS;Pass;BUSLEI;H;False;False
PLUGAD;Plugs and converters available on desks;BUSLEI;S;False;False
POSTE;Postal mail & package services;BUSLEI;H;False;False
PRESSG;Pressing;BUSLEI;Z;False;False
PRFOTO;Camera loan;BUSLEI;Z;False;False
PSHOP;Personal Shopper;BUSLEI;R;False;False
REPASS;Ironing room;BUSLEI;Z;False;False
SECR;Secretarial service typing​;BUSLEI;S;False;False
CHIAI1;All inclusive supplement for children 1;SUPCHI;M;False;True
CHIAI2;All inclusive supplement for children 2;SUPCHI;M;False;True
CHIAI3;All inclusive supplement for children 3;SUPCHI;M;False;True
CHIFB1;Full board supplement for children 1;SUPCHI;M;False;True
CHIFB2;Full board supplement for children 2;SUPCHI;M;False;True
CHIFB3;Full board supplement for children 3;SUPCHI;M;False;True
CHIHB1;Half board supplement for children 1;SUPCHI;M;False;True
CHIHB2;Half board supplement for children 2;SUPCHI;M;False;True
CHIHB3;Half board supplement for children 3;SUPCHI;M;False;True
CHIMB1;Breakfast supplement for children 1;SUPCHI;B;False;True
CHIMB2;Breakfast supplement for children 2;SUPCHI;B;False;True
CHIMB3;Breakfast supplement for children 3;SUPCHI;B;False;True
CHIRO1;Accommodation supplement for children 1;SUPCHI;R;False;True
CHIRO2;Accommodation supplement for children 2;SUPCHI;R;False;True
CHIRO3;Accommodation supplement for children 3;SUPCHI;R;False;True
CHABIB;Bottle Warmer;CHILDR;Z;False;False
CL>12;Children\s Club for over 12s;CHILDR;P;False;False
CL0-3;Children\s Club for 0 to 3 years;CHILDR;P;False;False
CL3-6;Children\s Club for 3 to 6 years;CHILDR;P;False;False
CL46;Children\s Club for 4 to 6 years;CHILDR;P;False;False
CL6-12;Childrens Club for 6 to 12 years;CHILDR;P;False;False
GAME;Video game area;CHILDR;P;False;False
NURSE;Babysitting on request;CHILDR;P;False;False
PLAY;Outdoor playground for children;CHILDR;P;False;False
PLAYGI;Indoor playground for children;CHILDR;P;False;False
REHAU;Booster seat;CHILDR;Z;False;False
ACCOMO;Accommodation;SEMIN;S;False;False
ADJLIT;Adjustable lighting;SEMIN;S;False;False
AIRCOM;Airconditioned meeting room;SEMIN;Z;False;False
AUDITO;Auditorium;SEMIN;S;False;False
BOL;Book online;SEMIN;S;False;False
BRKROO;Breakout rooms available;SEMIN;S;False;False
BUFFET;Fine Cuisine;SEMIN;S;False;False
CAPMAX;Max. capacity of meeting rooms;SEMIN;Z;False;False
CATER;Catering available;SEMIN;Z;False;False
CONGRS;Congress Center;SEMIN;S;False;False
CONVEN;Conventions hotel;SEMIN;S;False;False
DANCE;Dance floor;SEMIN;Z;False;False
DAYLIT;Day light;SEMIN;Z;False;False
DIGSIG;Interactive digital signage;SEMIN;S;False;False
DWMEE1;Web meeting room description 1;SEMIN;S;False;False
DWMEE2;Web meeting room description 2;SEMIN;S;False;False
DWMEE3;Web meeting room description  3;SEMIN;Z;False;False
DWWED;Web wedding facilities;SEMIN;S;False;False
FLICHA;Flipchart;SEMIN;S;False;False
FODBEV;Food & beverage;SEMIN;H;False;False
HIGHT2;High speed transmission line;SEMIN;Z;False;False
HONEYM;Honeymoon;SEMIN;S;False;False
HOTBUS;Certified Business Hotel;SEMIN;Z;False;False
HOTCON;Hotel connected to conv. centre;SEMIN;Z;False;False
HOTCVN;Conference hotel;SEMIN;Z;False;False
IMMLIT;Immersive lighting;SEMIN;S;False;False
INOUT;Indoor and Outdoor facilities;SEMIN;S;False;False
LASPOI;Laser pointers;SEMIN;S;False;False
LCDPLA;LCD Plasma display;SEMIN;S;False;False
LECTER;Lectern;SEMIN;Z;False;False
LOBMEE;Large pre-function spaces;SEMIN;S;False;False
MAV;Audio and video equipment;SEMIN;S;False;False
MEETRM;Meeting room;SEMIN;S;False;False
MODMAX;Number modular rooms available;SEMIN;Z;False;False
MODMEE;Modular meeting rooms;SEMIN;S;False;False
MPHONE;Landline;SEMIN;S;False;False
MTROOM;Generic Meeting Room MTGxxx;SEMIN;S;False;False
NBMTG;Number of meeting rooms;SEMIN;Z;False;False
NOPILL;No pillars in meeting rooms;SEMIN;Z;False;False
NOVACT;Concept proact;SEMIN;H;False;False
NOVMEE;Concept meeting AT novotel;SEMIN;H;False;False
NOVWRK;Concept READY TO WORK;SEMIN;H;False;False
OFFICE;Office;SEMIN;Z;False;False
OVEPRO;Overhead projector;SEMIN;Z;False;False
PODIUM;Podium;SEMIN;Z;False;False
POWSOC;Power sockets;SEMIN;S;False;False
PUPITR;Pupitre;SEMIN;S;False;False
REMOSY;Remote control system;SEMIN;S;False;False
RENTAL;Kitchen & restaurant hire available;SEMIN;Z;False;False
RESMAX;Max capacity residential confnce;SEMIN;Z;False;False
BLECO;Water efficient laundry;ENVIR;H;False;False
CARBON;Carbon measure kg CO2e per room-night​;ENVIR;H;False;False
ENERG;Energy measure\r\nkWh\/​m\u00B2​;ENVIR;H;False;False
FPGRE;Training on the environment;ENVIR;H;False;False
ICCHEE;Central switch;ENVIR;H;False;False
LBCCH;Eco-bulbs in the rooms;ENVIR;H;False;False
LBCER;Eco-bulbs used for 24-hour lighting;ENVIR;H;False;False
MATECO;Eco-friendly materials in the rooms;ENVIR;H;False;False
NOPOR;Seafood;ENVIR;H;False;False
PASCHE;Solar panels for DHW;ENVIR;H;False;False
PCERIH;Certified paper;ENVIR;H;False;False
PECTS;Fight against sex tourism;ENVIR;H;False;False
PENECO;Cleaning products;ENVIR;H;False;False
PLESR;Balanced diet;ENVIR;H;False;False
PROCDH;Sustainable trade products;ENVIR;H;False;False
PROLOR;Purchase of locally produced food;ENVIR;H;False;False
RCHA;Recovery of energy from ventilation;ENVIR;H;False;False
RECDA;Organic waste recycling;ENVIR;H;False;False
RECPAC;Paper\/​cardboard recycling;ENVIR;H;False;False
RECPIB;Battery recycling;ENVIR;H;False;False
RECVER;Glass recycling;ENVIR;H;False;False
REGOR;Flow regulators;ENVIR;H;False;False
REOPEV;Recovery of rainwater;ENVIR;H;False;False
RESC;Reuse of towels;ENVIR;H;False;False
WASTE;Recycling rate\r\n%​;ENVIR;H;False;False
WATER2;Water measure\r\nLiters per room-night​;ENVIR;H;False;False
DISC;Disco\/​nightclub;DISCO;Z;False;False
KARA;Karaoke-luxury;DISCO;Z;False;False
DO4F;1 Single bed Female Dormitory;ROOMDO;A;True;False
DO4M;1 Single bed Mixt Dormitory;ROOMDO;A;True;False
DOR10;10 single bed shared mixed room;ROOMDO;A;True;False
DOR3;3 single bed shared mixed room;ROOMDO;A;True;False
DOR4;4 single bed shared mixed room;ROOMDO;A;True;False
DOR4F;4 single bed shared female room;ROOMDO;A;True;False
DOR5;5 single bed shared mixed room;ROOMDO;A;True;False
DOR5F;5 single bed shared  female room;ROOMDO;A;True;False
DOR6F;1 Single bed Female Dormitory;ROOMDO;A;True;False
DOR6M;1 Single bed Male Dormitory;ROOMDO;A;True;False
DOR8;8 single bed shared mixed room;ROOMDO;A;True;False
DORM8F;8 Sg beds STD;ROOMDO;A;True;False
DORM8M;16 Sg beds STD;ROOMDO;A;True;False
DORXF;X single bed shared female room;ROOMDO;A;True;False
DORXM;X single bed shared mixed room;ROOMDO;A;True;False
DORXP;X single bed shared private room;ROOMDO;A;True;False
S3CMIX;3 Sg beds STD Mix;ROOMDO;A;True;False
S3CW;3 Sg beds STD for women;ROOMDO;A;True;False
S8CMIX;8 Sg beds STD hostel mix;ROOMDO;A;True;False
S8CW;8 Sg beds STD hostel for women;ROOMDO;A;True;False
ANTIA;Anti-ageing treatment;BEAUTE;P;False;False
BEASP1;Beauty treatments;BEAUTE;P;False;False
BEASPA;Beauty treatments;BEAUTE;P;False;False
CAREHF;Care of hands and feet;BEAUTE;P;False;False
CUV;UV Cabins;BEAUTE;P;False;False
HAICA;Hair care;BEAUTE;P;False;False
SALCO;Sales of Cosmetics;BEAUTE;P;False;False
AQUABI;Aquaaerobics;FORME;P;False;False
BAIRE;Spa bath;FORME;P;False;False
BAIRE1;Spa bath;FORME;P;False;False
BAIRE2;Spa bath;FORME;P;False;False
BAIRE3;Spa bath;FORME;P;False;False
GYMCO;Gymnastics course;FORME;P;False;False
POOSHC;Heated seawater pool;FORME;P;False;False
EXCUR1;Excursions;EXCURS;P;False;False
EXCURS;Excursions;EXCURS;P;False;False
BAIBB;Baby bathtub;FAMILY;Z;False;False
BBKIT;Baby Kit;FAMILY;Z;False;False
BIBLIO;Children\s library;FAMILY;Z;False;False
BNPLA2;Great family deal 2;FAMILY;Z;False;False
BNPLA3;Great family deal 3;FAMILY;Z;False;False
BNPLAN;Great family deal 1;FAMILY;Z;False;False
CHMENU;Kids\ menu;FAMILY;Z;False;False
ESCJEU;Play area;FAMILY;Z;False;False
ESPVER;Green area;FAMILY;Z;False;False
FCHILD;Free for children;FAMILY;Z;False;False
IPET;Pets allowed;FAMILY;Z;False;False
IXTADB;Extra bed in room for adult;FAMILY;R;False;False
IXTCHB;Extra bed in room for child;FAMILY;R;False;False
IXTCR;Crib in room (Option, guaranteed)​;FAMILY;R;False;False
JEUSTE;Board games available;FAMILY;Z;False;False
POUSS;Stroller rental;FAMILY;Z;False;False
TVCDA;Cartoon TV channels;FAMILY;Z;False;False
TVCM;Music TV channels;FAMILY;Z;False;False
VELENF;Bicycles with children\s seats;FAMILY;Z;False;False
CLINKI;Cleaning kit;FB_IN;Z;False;False
COCKHR;Cocktail hour;FB_IN;H;False;False
COFFE;Coffee\/​tea making facilities;FB_IN;Z;False;False
COFFE1;Coffee\/​tea making facilities;FB_IN;Z;False;False
COFMAK;Coffee maker;FB_IN;Z;False;False
COKTOP;Ceramic glass cooktop;FB_IN;Z;False;False
DCLEAN;Daily housekeeping;FB_IN;R;False;False
DISTRI;Drink vending machine;FB_IN;Z;False;False
DWASHE;Dishwasher;FB_IN;Z;False;False
ESPRSO;In-room Espresso machine;FB_IN;R;False;False
ESTOVE;Electric stove;FB_IN;Z;False;False
EXTRAC;Kitchen extractor fan;FB_IN;Z;False;False
FRIDGE;Fridge;FB_IN;Z;False;False
FURKIT;Furnished kitchen;FB_IN;Z;False;False
KITCHE;Full kitchen;FB_IN;Z;False;False
MICRO;Microwave in room;FB_IN;Z;False;False
MINIBA;Minibar;FB_IN;Z;False;False
TEAHRB;Herbal Tea Turndown;FB_IN;H;False;False
TEAPM;Afternoon tea;FB_IN;H;False;False
TEAPM1;Afternoon tea;FB_IN;H;False;False
S2D;Family Room Clc;ROOMS2;A;True;False
S2D5;Family Room 5 pax​;ROOMS2;A;True;False
S2D6;Family Room 6 pax​;ROOMS2;A;True;False
S2E;FAMILY ROOM EXECUTIVE;ROOMS2;A;True;False
AMMA;Seated amma relaxation;FITNES;P;False;False
AREALO;Lounge area;FITNES;Z;False;False
BICMAC;Exercise bikes;FITNES;P;False;False
CARDTO;Cardio vascular equipment;FITNES;P;False;False
DWSPA;SPA Description;FITNES;P;False;False
FITCO;Fitness coach;FITNES;P;False;False
FITE;Fitness centre;FITNES;P;False;False
FITMAC;Fitness machines;FITNES;P;False;False
FITSCR;Fitness machines with individual screens;FITNES;P;False;False
